HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)
1284	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	lapponica	730	730	21	NA	4	1	NA	28	NA	322	NA	34	553	wild	medium	acceptable	NA	NA	NA	NA	NA
1285	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Limosa	limosa	730	730	NA	NA	NA	NA	NA	NA	NA	294	0.132	23.6	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1286	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Lymnocryptes	minimus	365	365	NA	NA	NA	NA	NA	NA	NA	50.2	NA	12.3	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1287	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	arquata	730	730	NA	NA	NA	NA	NA	NA	NA	728	0.13	31.8	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1288	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	phaeopus	730	730	22	NA	4	1	NA	35	NA	365.7	NA	24.2	553	wild	small	acceptable	NA	NA	NA	NA	NA
1289	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Numenius	tahitiensis	1065	1065	NA	NA	4	1	NA	37.6	NA	408.6	NA	23.8	427	wild	small	acceptable	NA	NA	NA	NA	NA
1290	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Phalaropus	lobatus	365	365	NA	NA	NA	NA	NA	NA	NA	33.8	NA	12.9	553	wild	tiny	acceptable	NA	NA	NA	NA	NA
1291	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Phalaropus	tricolor	NA	NA	23	NA	4	NA	NA	NA	NA	57	NA	10	579	wild	medium	acceptable	NA	NA	NA	NA	NA
1292	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Philomachus	pugnax	730	730	NA	NA	NA	NA	NA	NA	NA	136	0.134	13.9	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1293	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	minor	300	300	20	NA	4	1	NA	12.2	NA	197.5	NA	20.9	427	wild	large	acceptable	NA	NA	1.066	156.7	NA
1294	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Scolopax	rusticola	365	365	NA	NA	NA	NA	NA	NA	NA	308.3	NA	15.5	450	wild	medium	acceptable	NA	NA	2.16	430	NA
1295	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	erythropus	365	365	NA	NA	NA	NA	NA	NA	NA	158	NA	8.6	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1296	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	flavipes	365	365	23	NA	2	1	NA	11.5	NA	80.65	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA
1297	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	glareola	365	365	NA	NA	NA	NA	NA	NA	NA	62.5	NA	11.6	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1298	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	nebularia	365	365	NA	NA	NA	NA	NA	NA	NA	187	NA	24.4	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1299	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	ochropus	365	365	NA	NA	NA	NA	NA	NA	NA	90	NA	11.5	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1300	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	semipalmata	730	730	22	NA	4	1	NA	28	NA	270	NA	12.6	427	wild	small	acceptable	NA	NA	NA	NA	NA
1301	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	stagnatilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.5	NA	7.1	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1302	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Tringa	totanus	365	365	NA	NA	NA	NA	NA	NA	NA	149	0.103	26.9	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1303	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Xenus	cinereus	NA	NA	NA	NA	NA	NA	NA	NA	NA	78.8	NA	16	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1304	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	antarcticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	1687	NA	28.8	427	wild	medium	acceptable	NA	NA	NA	NA	NA
1305	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	longicaudus	NA	NA	23	NA	2	NA	NA	NA	NA	298	0.331	14	427	wild	medium	acceptable	NA	NA	NA	NA	NA
1306	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	maccormicki	NA	NA	NA	NA	NA	NA	NA	NA	NA	1349	NA	23.5	427	wild	medium	acceptable	NA	NA	NA	NA	NA
1307	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	parasiticus	1200	1200	26	NA	2	NA	NA	28.5	NA	445.5	NA	31.1	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1308	Animalia	Chordata	Aves	Charadriiformes	Stercorariidae	Stercorarius	skua	2190	2190	NA	NA	NA	NA	NA	NA	NA	1340	0.156	34.5	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1309	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Anastomus	lamelligerus	NA	NA	NA	NA	NA	NA	NA	NA	NA	1081	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA
1310	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Anastomus	oscitans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	668	captivity	small	acceptable	NA	NA	NA	NA	NA
1311	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	abdimii	NA	NA	NA	NA	NA	NA	NA	NA	NA	1398	NA	21.6	668	captivity	medium	acceptable	NA	NA	NA	NA	NA
1312	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	boyciana	NA	NA	NA	NA	NA	NA	NA	NA	NA	4850.5	NA	48.1	668	captivity	medium	acceptable	NA	NA	NA	NA	NA
1313	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	ciconia	1460	1460	33	NA	4	NA	NA	NA	NA	3350	0.17	39	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1314	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	episcopus	NA	NA	NA	NA	NA	NA	NA	NA	NA	2061	NA	30.2	668	captivity	medium	acceptable	NA	NA	NA	NA	NA
1315	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	maguari	NA	NA	NA	NA	NA	NA	NA	NA	NA	4000	0.164	20.4	668	captivity	medium	acceptable	NA	NA	NA	NA	NA
1316	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia	nigra	NA	NA	NA	NA	NA	NA	NA	NA	NA	2926	NA	31.3	668	captivity	medium	acceptable	NA	NA	NA	NA	NA
1317	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ephippiorhynchus	asiaticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	4100	NA	34	668	captivity	small	acceptable	NA	NA	NA	NA	NA
1318	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Ephippiorhynchus	senegalensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	6162.5	NA	30.2	668	captivity	medium	acceptable	NA	NA	NA	NA	NA
1319	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Jabiru	mycteria	NA	NA	NA	NA	NA	NA	NA	NA	NA	5470	NA	27.4	668	captivity	small	acceptable	NA	NA	NA	NA	NA
1320	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Leptoptilos	crumeniferus	1460	1460	30	NA	2	NA	NA	NA	NA	8000	0.073	44.7	668	captivity	large	acceptable	NA	NA	NA	NA	NA
1321	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Leptoptilos	dubius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	668	captivity	small	acceptable	NA	NA	NA	NA	NA
1322	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Leptoptilos	javanicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	5710	NA	31.1	668	captivity	medium	acceptable	NA	NA	NA	NA	NA
1323	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Mycteria	americana	1460	1460	30	NA	3	1	NA	62	NA	2500	0.125	27	668	captivity	small	acceptable	NA	NA	NA	NA	NA
1324	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Mycteria	cinerea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.4	668	captivity	medium	questionable	NA	NA	NA	NA	NA
1325	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Mycteria	ibis	NA	NA	NA	NA	NA	NA	NA	NA	NA	2166.5	NA	19.1	668	captivity	medium	acceptable	NA	NA	NA	NA	NA
1326	Animalia	Chordata	Aves	Ciconiiformes	Ciconiidae	Mycteria	leucocephala	NA	NA	NA	NA	NA	NA	NA	NA	NA	3180	NA	28.6	668	captivity	medium	acceptable	NA	NA	NA	NA	NA
1327	Animalia	Chordata	Aves	Coliiformes	Coliidae	Colius	striatus	NA	NA	14	NA	NA	NA	NA	NA	NA	51	NA	11.5	986	captivity	large	acceptable	NA	NA	NA	NA	NA
1328	Animalia	Chordata	Aves	Columbiformes	Columbidae	Caloenas	nicobarica	NA	NA	17	NA	1	NA	NA	NA	NA	519	NA	20.5	986	captivity	large	acceptable	NA	NA	NA	NA	NA
1329	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	livia	140	140	18	NA	2	3	NA	15.2	NA	358.7	0.28	35	1	captivity	large	high	NA	NA	NA	NA	NA
1330	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	oenas	365	365	NA	NA	NA	NA	NA	NA	NA	291	0.32	12.6	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1331	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columba	palumbus	365	365	NA	NA	NA	NA	NA	NA	NA	490	0.338	17.7	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1332	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columbina	inca	NA	NA	14	NA	2	3.5	NA	NA	NA	50	NA	13.3	575	captivity	small	acceptable	NA	NA	NA	NA	NA
1333	Animalia	Chordata	Aves	Columbiformes	Columbidae	Columbina	passerina	75	75	13	NA	2	2.5	NA	5	NA	35	NA	7.2	577	wild	medium	acceptable	NA	NA	NA	NA	NA
1334	Animalia	Chordata	Aves	Columbiformes	Columbidae	Geopelia	striata	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.6	NA	14	575	captivity	medium	acceptable	NA	NA	NA	NA	NA
1335	Animalia	Chordata	Aves	Columbiformes	Columbidae	Leptotila	verreauxi	NA	NA	14	NA	2	1	NA	NA	NA	147.5	NA	8.6	579	wild	small	acceptable	NA	NA	0.8884	131	NA
1336	Animalia	Chordata	Aves	Columbiformes	Columbidae	Leucosarcia	melanoleuca	NA	NA	NA	NA	NA	NA	NA	NA	NA	429	NA	16.3	575	captivity	tiny	acceptable	NA	NA	1.695	445	NA
1337	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	fasciata	365	365	19	NA	1	NA	NA	NA	NA	315	NA	18.5	577	wild	large	acceptable	NA	NA	NA	NA	NA
1338	Animalia	Chordata	Aves	Columbiformes	Columbidae	Patagioenas	leucocephala	365	365	NA	NA	1	NA	NA	NA	NA	247	NA	14.4	577	wild	medium	acceptable	NA	NA	NA	NA	NA
1339	Animalia	Chordata	Aves	Columbiformes	Columbidae	Streptopelia	chinensis	NA	NA	15	NA	2	NA	NA	6.4	NA	159	NA	9.8	579	wild	medium	acceptable	NA	NA	NA	NA	NA
1340	Animalia	Chordata	Aves	Columbiformes	Columbidae	Streptopelia	decaocto	365	365	15	NA	2	4.5	NA	NA	NA	157.4	0.333	17.9	575	captivity	medium	acceptable	NA	NA	NA	NA	NA
1341	Animalia	Chordata	Aves	Columbiformes	Columbidae	Streptopelia	risoria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA
1342	Animalia	Chordata	Aves	Columbiformes	Columbidae	Streptopelia	turtur	365	365	NA	NA	NA	NA	NA	NA	NA	132	NA	13.2	450	wild	medium	acceptable	NA	NA	1.138	154	NA
1343	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zenaida	asiatica	365	365	13	NA	2	NA	NA	7.7	NA	140	NA	25	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA
1344	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zenaida	aurita	NA	NA	NA	NA	NA	NA	NA	NA	NA	156	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA
1345	Animalia	Chordata	Aves	Columbiformes	Columbidae	Zenaida	macroura	90	80	14	NA	2	5	NA	5	NA	119	NA	31.3	427	wild	large	acceptable	NA	NA	0.736	123	NA
1346	Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Alcedo	atthis	365	365	NA	NA	NA	NA	NA	NA	NA	31.4	NA	21	450	wild	medium	acceptable	NA	NA	0.378	34.3	NA
1347	Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Ceryle	rudis	NA	NA	NA	NA	NA	NA	NA	NA	NA	84.4	NA	3.9	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1348	Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Chloroceryle	americana	NA	NA	NA	NA	3	NA	NA	NA	NA	34	NA	5	427	wild	medium	acceptable	NA	NA	NA	NA	NA
1349	Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Dacelo	novaeguineae	365	365	25	NA	NA	NA	NA	NA	NA	305	NA	26.8	986	captivity	large	acceptable	NA	NA	NA	NA	NA
1350	Animalia	Chordata	Aves	Coraciiformes	Alcedinidae	Halcyon	smyrnensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	91.4	NA	5.5	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1351	Animalia	Chordata	Aves	Coraciiformes	Coraciidae	Coracias	benghalensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	158	NA	8.9	575	captivity	small	acceptable	NA	NA	NA	NA	NA
1352	Animalia	Chordata	Aves	Coraciiformes	Coraciidae	Coracias	caudatus	NA	NA	21	NA	NA	NA	NA	NA	NA	108	NA	13.7	986	captivity	medium	acceptable	NA	NA	NA	NA	NA
1353	Animalia	Chordata	Aves	Coraciiformes	Coraciidae	Coracias	garrulus	NA	NA	NA	NA	NA	NA	NA	NA	NA	146	NA	9.2	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1354	Animalia	Chordata	Aves	Coraciiformes	Meropidae	Merops	apiaster	365	365	NA	NA	NA	NA	NA	NA	NA	56.6	NA	5.9	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1355	Animalia	Chordata	Aves	Coraciiformes	Meropidae	Merops	bullockoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.8	NA	7	575	captivity	medium	acceptable	NA	NA	NA	NA	NA
1356	Animalia	Chordata	Aves	Coraciiformes	Momotidae	Momotus	mexicanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	75.7	NA	10.4	575	captivity	tiny	acceptable	NA	NA	NA	NA	NA
1357	Animalia	Chordata	Aves	Coraciiformes	Momotidae	Momotus	momota	NA	NA	21	NA	NA	NA	NA	NA	NA	133	NA	20.3	986	captivity	medium	acceptable	NA	NA	NA	NA	NA
1358	Animalia	Chordata	Aves	Coraciiformes	Todidae	Todus	mexicanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.9	NA	12.6	427	wild	medium	acceptable	NA	NA	NA	NA	NA
1359	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coccyzus	americanus	365	365	14	NA	3	1	NA	8.5	NA	57.8	NA	5	579	wild	small	acceptable	NA	NA	NA	NA	NA
1360	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Coccyzus	erythropthalmus	365	365	14	NA	2.5	1	NA	7.4	NA	37.5	NA	5	579	wild	small	acceptable	NA	NA	NA	NA	NA
1361	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Cuculus	canorus	365	365	NA	NA	NA	NA	NA	NA	NA	111.5	NA	12.9	450	wild	medium	acceptable	NA	NA	0.838	111.6	NA
1362	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Geococcyx	californianus	365	365	20	NA	4	1.5	NA	14	NA	376	0.109	9	445	captivity	medium	acceptable	NA	NA	1.4661	284.7	NA
1363	Animalia	Chordata	Aves	Cuculiformes	Cuculidae	Saurothera	vieilloti	NA	NA	NA	NA	NA	NA	NA	NA	NA	81.9	NA	7.6	427	wild	medium	acceptable	NA	NA	NA	NA	NA
1364	Animalia	Chordata	Aves	Eurypygiformes	Eurypygidae	Eurypyga	helias	NA	NA	27	NA	2	NA	NA	NA	NA	210	NA	15	448	captivity	medium	acceptable	NA	NA	NA	NA	NA
1365	Animalia	Chordata	Aves	Falconiformes	Falconidae	Caracara	cheriway	NA	NA	32	NA	2	1.5	NA	51.17	NA	1031	NA	25.8	575	captivity	small	acceptable	NA	NA	NA	NA	NA
1366	Animalia	Chordata	Aves	Falconiformes	Falconidae	Caracara	plancus	NA	NA	NA	NA	NA	NA	NA	NA	NA	1348	NA	37.6	575	captivity	small	acceptable	NA	NA	NA	NA	NA
1367	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	berigora	NA	NA	NA	NA	NA	NA	NA	NA	NA	593.5	NA	24	972	captivity	small	acceptable	NA	NA	NA	NA	NA
1368	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	cherrug	NA	NA	NA	NA	NA	NA	NA	NA	NA	966	NA	15.9	450	wild	medium	questionable	NA	NA	NA	NA	NA
1369	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	columbarius	365	365	30	NA	5	1	NA	13	NA	195	0.241	12.7	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1370	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	eleonorae	NA	NA	NA	NA	NA	NA	NA	NA	NA	390	NA	11.2	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1371	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	femoralis	NA	NA	32	NA	2.64	NA	NA	17.5	NA	342.5	NA	12	445	wild	medium	acceptable	NA	NA	NA	NA	NA
1372	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	mexicanus	365	365	31	NA	4	1	NA	30.6	NA	858	NA	17.2	427	wild	medium	acceptable	0.25	NA	NA	NA	NA
1373	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	naumanni	365	365	NA	NA	NA	NA	NA	NA	NA	152.5	NA	10.9	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1374	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	peregrinus	365	365	30	NA	3	1	NA	37.5	NA	840	0.199	25	NA	unknown	medium	acceptable	0.2	NA	NA	NA	NA
1375	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	punctatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	169.5	NA	10	1146	unknown	small	questionable	NA	NA	NA	NA	NA
1376	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	rupicoloides	NA	NA	NA	NA	NA	NA	NA	NA	NA	261	NA	NA	NA	unknown	tiny	low	NA	NA	NA	NA	NA
1377	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	rusticolus	730	730	35	NA	3.72	1	NA	52.08	NA	1406.5	NA	13.5	427	wild	medium	acceptable	NA	NA	NA	NA	NA
1378	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	sparverius	365	365	29	NA	4.6	1.5	NA	9	NA	117	0.285	17	444	captivity	medium	acceptable	NA	NA	NA	NA	NA
1379	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	subbuteo	365	365	NA	NA	NA	NA	NA	NA	NA	209.5	0.264	14.9	553	wild	medium	acceptable	NA	NA	1.3014	208	NA
1380	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	tinnunculus	365	365	NA	NA	NA	NA	NA	NA	NA	184	0.294	23.8	450	wild	large	acceptable	NA	NA	NA	NA	NA
1381	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	vespertinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	152.5	NA	13.2	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1382	Animalia	Chordata	Aves	Galliformes	Cracidae	Crax	globulosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	2500	NA	20	1	captivity	small	acceptable	NA	NA	NA	NA	NA
1383	Animalia	Chordata	Aves	Galliformes	Cracidae	Crax	rubra	NA	NA	NA	NA	NA	NA	NA	NA	NA	4133	NA	24	1	captivity	medium	acceptable	NA	NA	NA	NA	NA
1384	Animalia	Chordata	Aves	Galliformes	Cracidae	Mitu	tuberosum	NA	NA	NA	NA	NA	NA	NA	NA	NA	2813	NA	23	1	captivity	small	acceptable	NA	NA	NA	NA	NA
1385	Animalia	Chordata	Aves	Galliformes	Cracidae	Ortalis	vetula	365	365	23	NA	3	2	NA	NA	NA	495.5	NA	8.8	427	wild	medium	acceptable	NA	NA	NA	NA	NA
1386	Animalia	Chordata	Aves	Galliformes	Megapodiidae	Alectura	lathami	NA	NA	NA	NA	NA	NA	NA	NA	NA	2340	0.03	12.5	2	unknown	medium	acceptable	0.05	3.3	NA	NA	NA
1387	Animalia	Chordata	Aves	Galliformes	Megapodiidae	Macrocephalon	maleo	NA	NA	NA	NA	NA	NA	NA	NA	NA	1564	NA	23	1	captivity	medium	acceptable	NA	NA	NA	NA	NA
1388	Animalia	Chordata	Aves	Galliformes	Numididae	Numida	meleagris	NA	NA	27	NA	9	NA	NA	NA	NA	1299	NA	NA	NA	unknown	medium	low	NA	NA	NA	NA	NA
1389	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Callipepla	californica	274	274	22	NA	14	1	NA	6	NA	138	NA	9.6	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA
1390	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Callipepla	gambelii	365	365	22	NA	11	1	NA	NA	NA	166	NA	7.4	576	wild	medium	acceptable	NA	NA	0.755	126.1	NA
1391	Animalia	Chordata	Aves	Galliformes	Odontophoridae	Colinus	virginianus	365	365	23	NA	15	1.5	NA	NA	NA	194	NA	6.4	445	wild	medium	acceptable	NA	NA	NA	NA	NA
1392	Animalia	Chordata	Aves	Galliformes	Phasianidae	Alectoris	rufa	NA	NA	NA	NA	NA	NA	NA	NA	NA	528	NA	6.2	575	captivity	medium	acceptable	NA	NA	NA	NA	NA
1393	Animalia	Chordata	Aves	Galliformes	Phasianidae	Bonasa	umbellus	120	120	24	NA	11	1	NA	12	NA	532	0.068	11	NA	unknown	medium	acceptable	0.55	NA	2.3894	644	NA
1394	Animalia	Chordata	Aves	Galliformes	Phasianidae	Centrocercus	urophasianus	365	365	26	NA	7	1	NA	30.5	NA	1929.5	NA	7	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA
1395	Animalia	Chordata	Aves	Galliformes	Phasianidae	Chrysolophus	amherstiae	NA	NA	24	NA	NA	NA	NA	NA	NA	738	NA	19.6	986	captivity	medium	acceptable	NA	NA	NA	NA	NA
1396	Animalia	Chordata	Aves	Galliformes	Phasianidae	Chrysolophus	pictus	365	365	22	NA	10	NA	NA	NA	NA	625	NA	13.4	986	captivity	large	questionable	NA	NA	NA	NA	NA
1397	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix	chinensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	NA	5	952	unknown	medium	questionable	NA	NA	NA	NA	NA
1398	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix	coturnix	365	365	NA	NA	NA	NA	NA	NA	NA	96.5	0.102	14.6	450	wild	medium	acceptable	NA	NA	0.891	97	NA
1399	Animalia	Chordata	Aves	Galliformes	Phasianidae	Coturnix	japonica	63	52	17	NA	NA	NA	NA	NA	NA	115	0.111	6	NA	unknown	medium	acceptable	0.07	1.2	NA	NA	NA
1400	Animalia	Chordata	Aves	Galliformes	Phasianidae	Dendragapus	obscurus	365	365	26	NA	8	1	NA	22.6	NA	1058.5	0.078	14	1	wild	medium	acceptable	NA	NA	4.957	1131	NA
1401	Animalia	Chordata	Aves	Galliformes	Phasianidae	Falcipennis	canadensis	365	365	20	NA	5	NA	NA	15	NA	417.3	0.08	13	1	wild	medium	acceptable	NA	NA	NA	NA	NA
1402	Animalia	Chordata	Aves	Galliformes	Phasianidae	Francolinus	francolinus	NA	NA	19	NA	7	2	NA	12.5	NA	453	NA	7	445	wild	medium	acceptable	NA	NA	NA	NA	NA
1403	Animalia	Chordata	Aves	Galliformes	Phasianidae	Francolinus	pondicerianus	NA	NA	18	NA	7.5	2.5	NA	NA	NA	334	NA	8	445	wild	medium	acceptable	NA	NA	NA	NA	NA
1404	Animalia	Chordata	Aves	Galliformes	Phasianidae	Gallus	gallus	NA	NA	NA	NA	NA	NA	NA	NA	NA	779.8	0.037	30	1	captivity	large	acceptable	NA	NA	6.005	2710	NA
1405	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	lagopus	365	365	21	NA	6	1	NA	14.72	NA	595.875	0.101	9	450	wild	small	acceptable	NA	NA	2.872	567	NA
1406	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	leucura	NA	365	23	NA	6	1	NA	12.9	NA	326	NA	15	1	wild	small	acceptable	NA	NA	NA	NA	NA
1407	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lagopus	muta	NA	NA	NA	NA	NA	NA	NA	NA	NA	535.5	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA
1408	Animalia	Chordata	Aves	Galliformes	Phasianidae	Lyrurus	tetrix	365	365	NA	NA	NA	NA	NA	NA	NA	1079	0.068	12.2	450	wild	medium	acceptable	NA	NA	NA	NA	NA
1409	Animalia	Chordata	Aves	Galliformes	Phasianidae	Meleagris	gallopavo	304	365	28	NA	11	1	NA	47	NA	6050	0.023	13	1	wild	medium	acceptable	NA	NA	NA	NA	NA
1410	Animalia	Chordata	Aves	Galliformes	Phasianidae	Pavo	cristatus	730	730	29	NA	5	NA	NA	120	NA	4200	0.03	23.2	575	captivity	large	acceptable	0.06	2.2	NA	NA	NA
1411	Animalia	Chordata	Aves	Galliformes	Phasianidae	Perdix	perdix	365	365	24	NA	16	NA	NA	10	NA	492	0.092	5.2	1	wild	medium	acceptable	NA	NA	2.1783	501	NA
1412	Animalia	Chordata	Aves	Galliformes	Phasianidae	Phasianus	colchicus	240	240	24	NA	11	1	NA	18.5	NA	1094.8	0.043	27	575	captivity	large	high	NA	NA	NA	NA	NA
1413	Animalia	Chordata	Aves	Galliformes	Phasianidae	Polyplectron	napoleonis	730	365	19	NA	2	NA	NA	NA	NA	550	NA	15	448	unknown	medium	acceptable	NA	NA	NA	NA	NA
